	Query	UserId	ChatsNum	BotAnswersNum	HelpsNum	Date	QueryLen
1229	Здравствуйте! Работник уволился в сентябре, в октябре его в несли в приказ о премирование за рац.предложение. Как отразить начисление, какой счет затратный или 91?	20576240	1	0	0	2023-10-09	25
1230	Здравствуйте, есть ли освобождение от налога на имущество объектов из Единого государственного реестра объектов культурного наследия (памятников истории и культуры)?	20197322	1	0	0	2023-10-09	20
1231	"Добрый день!
Возможно ли в штатном расписании для одной должности предусмотреть интервал (""вилку"") оклада минимальный и максимальный, в твердой сумме. Один сотрудник с одной заработной платой с приема на работу до увольнения и новый сотрудник с приема на работу и по настоящее время с другой заработной платы?"	2771969	1	0	0	2023-10-09	47
1232	"Здравствуйте!! Где можно посмотреть 
сумму средней заработной платы в айти сфере по Новосибирской области на 09.10.2023?"	16158744	1	0	0	2023-10-09	18
1233	добрый день подскажите пожалуйста как можно понять фразу Расходы на индексацию заработной платы входят в бюджет расходов на оплату труда.	1810646	1	0	0	2023-10-09	20
1234	Добрый день, я ИП новых регионов, у нас до 2025г. не применяются кассовые аппараты. Должны ли мы сдавать отчеты и передавать сведения о продаже пива в ЕГАИС. И как это делать?	8332133	1	0	0	2023-10-09	31
1235	Добрый день! Можно ли установить разные системы оплаты труда сотрудникам, занимающим одинаковые должности?	1859095	1	0	0	2023-10-09	13
1236	Добрый день. ООО на УСН установило в обособленных подразделениях терминалы(аренда от СБ), чеки пробиваются на одной кассе установленной в головном офисе при поступлении денег на р/с ООО. Или на каждый терминал нужен кассовый аппарат?	3834557	1	0	0	2023-10-09	36
1237	если сотрудника вызвали по повестке в суд в другой регион, то оплачивается ли ему это день?	3800182	1	0	0	2023-10-09	16
1238	Здравствуйте!	946991	1	1	0	2023-10-09	1
1239	Добрый день! Есть ли штрафные санкции за не соответствии занимаемой должности? Например: Отсутствие высшего образования, отсутствие опыта для руководящего состава?	20311117	1	0	0	2023-10-09	20
1240	У нас еще возник вопрос: сотрудник к авансовому отчету приложил электронный билет с пересадкой, т.е. указаны 2 рейса в одном электронном билете, номера билетов разные, но стоимость билетов и ндс указаны общей суммой, без разбивки по билетам. Можем ли мы принять этот ндс к вычету? Ведь мы должны указать в счет-фактуре номер билета и сумму, а мы не можем выделить цену каждого билета, есть только сумма по 2 билетам. Также нет кассового чека на покупку билетов, только электронный билет	6563827	1	0	0	2023-10-09	81
1241	Добрый день! какая форма справки , если новый сотрудник бывший госслужащий. и Образец заполнения этой справки	572730	1	0	0	2023-10-09	15
1242	изменение на октябрь	20953270	1	1	1	2023-10-09	3
1243	Добрый день! Можете подсказать поэтапно сдать отчётность форму в таможню ввоз товара из Китая	12278822	1	0	0	2023-10-09	14
1244	Добрый день! Будет ли облагаться налогом дарственна - Физическое лицо дарит сестре коммерческую недвижимость, находящуюся у него в собственности более 8 лет?	729903	1	0	0	2023-10-09	21
1245	тест	10343443	1	1	1	2023-10-09	1
1246	А если ИП не плательщик НДС, то он все равно должен поставить подпись в верхней части УПД? Я так понимаю, что верхняя часть УПД - это аналог с/ф, а если ИП не плательщик, то и в этих строках не должно быть подписи	7082041	1	0	0	2023-10-09	42
1247	"Добрый день ООО приобрело баннер (вывеску) стоимостью 3000 руб, какими проводками отразить покупку в учете.
Заранее спасибо."	13437607	1	0	0	2023-10-09	17
1248	изменения октября	20377344	1	1	1	2023-10-09	2
1249	календарь бухгалтера 2023	2277420	1	1	1	2023-10-09	3
1250	на каком счете бу учитываются расчеты с самозанятыми?	420345	1	0	0	2023-10-09	8
1251	Добрый день	19731608	1	1	1	2023-10-09	2
1252	Здравствуйте если у сотрудника в течении года не было начислений, как расчитать отпуск?	5484152	1	0	0	2023-10-09	13
1253	тест	1714875	1	1	1	2023-10-09	1
1254	Спасибо	774847	1	1	1	2023-10-09	1
1255	Добрый день! Нужно ли не выплачивать новому сотруднику заработную плату за 2 дня?	20543653	1	0	0	2023-10-09	13
1256	«Отчетность за 9 месяцев и III квартал 2023 года»	20902920	1	0	0	2023-10-09	9
1257	если платим подоходный налог с аренды помещения фл, то какой кбк указываем*?	20127469	1	0	0	2023-10-09	12
1258	практическая конференция 2023-2024	7594249	1	1	1	2023-10-09	4
1259	Добрый день, получили требование о представлении документов касающиеся деятельности контрагента за 1 квартал 2020 года, вне рамок налоговых проверок, с ссылкой к п. 2. абз.2 п.5 ст. 93.1. Имеем ли мы право не представлять документы?	2220609	1	0	0	2023-10-09	38
1260	Добрый день.	3833833	1	1	1	2023-10-09	2
1261	Добрый день! Подскажите пожалуйста, по заочному решению суда, наша компания должна возместить д/средства за пользование чужими дньгами. Данную сумму можно включать в налоговыйучет или нет при начислении в учете??	12413219	1	0	0	2023-10-09	30
1262	Здравствуйте	17583472	1	1	1	2023-10-09	1
1263	здравствуйте, как в 2023 году предоставить вычет сотруднику на ребенка, если он пришел не в начале года и 182-Н отменена, что является основанием для подтверждения его дохода(менее 360000)	874115	1	0	0	2023-10-09	30
1264	аванс по зарплате	20959506	1	1	1	2023-10-09	3
1265	Каковы особенности заключения ООО на УСН договора на оказание услуг с заказчиком из Республики Беларусь	2628633	1	0	0	2023-10-09	15
1266	добрый день! какие документы нужно оформить при переводе работника на 0,5 ставки по соглашению сторон	16816449	1	0	0	2023-10-09	16
1267	Здравствуйте! Подскажите пожалуйста, в случае оказания рекламных услуг для нашей компании, иностранной компанией входящей в в состав стран таможенного союза (Беларусь), необходимо ли нам уплачивать НДС и подавать декларацию в ИФНС о косвенных расходах, а так же должна ли наша организация в десятидневный срок сдать стат отчетность?	2044923	1	0	0	2023-10-09	47
1268	спасибо	434366	1	1	1	2023-10-09	1
1269	скажите пожалуйста все ли организации должны перейти на ЕНС?	2386731	1	1	1	2023-10-09	9
1270	Сейчас справки 182н отменили? Как произвидить расчет больничного? А если самому сотруднику панадобится эта справка?	18413984	1	0	0	2023-10-09	15
1271	Добрый день. Подскажите пожалуйста, если в организации заблокировали счет по исполнительному листу по налогам. Сможет ли организация выплатить заработную плату и что будет выплачиваться в первую очередь (налоги или зп)?	742124	1	0	0	2023-10-09	30
1272	"Добровольно ликвидируется ООО, уволились все сотрудники. Остался генеральный директор – единственный учредитель, который назначил ликвидатором Физ.лицо , не сотрудника ООО. Когда можно оформлять увольнение директора
Спасибо."	5451461	1	0	0	2023-10-09	25
1273	Непонятно за какой год данные. Мне нужен 3 квартал 2023 года, там можно выставить только 2021 не позже.	16158744	1	0	0	2023-10-09	18
1274	справочник отчетность 9 месяцев	20575304	1	1	1	2023-10-09	4
1275	Здравствуйте. Организация приобрела земельный участок для капитального строительства. Капитальное строительство складского комплекса хотят проинвестировать учредители организации за счет собственных средств. Возможно ли заключить инвестиционный договор с учредителями организации? Какие условия должны быть обязательно соблюдены при заключении подобного договора?	273716	1	0	0	2023-10-09	38
1276	аванс	20856020	1	0	0	2023-10-09	1
1277	Добрый день	1778035	1	1	0	2023-10-09	2
1278	изменения октябрь 2023	11629661	1	1	1	2023-10-09	3
1279	"Подскажите пожалуйста если фирма РФ арендует машину с экипажем у белорусской фирмы какие налоги платит российская фирма

согласна подождать ответ"	5762616	1	0	0	2023-10-09	20
1280	Добрый день, планируем заключить договор аренды с торговой сетью. Арендная плата зависит от товарооборота. Какие подтверждающие документы о товарообороте мы можем	79299	1	0	0	2023-10-09	21
1281	Добрый день!	680047	1	1	1	2023-10-09	2
1282	справочник отчетность 9 месяцев	2040750	1	1	1	2023-10-09	4
1283	Если сотрудник числится на момент начисления пособия по временной нетрудоспособности еще у других страховвателей, то какое заявление написать сотруднику про выбор?	8677835	1	0	0	2023-10-09	21
1284	Добрый день! Подскажите предоставлять ли стандартный вычет на ребенка, отцу находящемуся в разводе , Если алименты он платит в добровольном порядке ?	7795584	1	0	0	2023-10-09	20
1285	Добрый день. Нужно ли применять ККТ если за юридическое лицо задолженность оплачивает физическое лицо? Основание задолженности кредитный договор.	5468051	1	0	0	2023-10-09	18
1286	Подскажите , нулевой расчет страховых взносов нужно сдавать с разделом 3 и проставлять нулевые?	338229	1	0	0	2023-10-09	13
1287	добрый день.	6120753	1	1	0	2023-10-09	2
1288	Добрый день. Можно ли взять в расходы по налогу на прибыль затраты на платные дороги во время командировки на транспорте компании, при условии что путевой лист не составлялся, расходы на бензин не учитываются ?	19789280	1	0	0	2023-10-09	33
1289	Добрый день	11968608	1	1	0	2023-10-09	2
1290	Добрый день!	4406804	1	1	0	2023-10-09	2
1291	при увольнении сотрудника какие докумерты выдать	820452	1	1	1	2023-10-09	6
1292	Добрый день, ИП хочет перечислить за товар с кредитной карты. Считается ли эта оплата как за наличный расчет? нужно ли пробивать чек ККм на аванс?	17134030	1	0	0	2023-10-09	25
1293	Добрый день. Сотрудник сменил фамилию. Какой отчет и куда нужно сдать? Спасибо	259974	1	0	0	2023-10-09	12
1294	Добрый день!	3832700	1	1	0	2023-10-09	2
1295	Здравствуйте! У нас самозанятый из Беларуси, но с видом на жительство в РФ, как заполнять платежное поручение с кодом вида операции или нет? Счет открыт в РФ	835572	1	0	0	2023-10-09	27
1296	Добрый день! Вопрос: ООО на ОСНО как оформить продажу товаров юрлицу через ОЗОН в 1с. Озон продал наш товар и выставил ему с.ф.со своим номером, но от нашего имени.Нам также данную с.ф с примечание ВАЖНО. используйие в своем документобороте номер с.ф из приложенного. Но мы же не можем нарушать свою нумерацию? подскажите как быть? может на примере.	274830	1	0	0	2023-10-09	62
1297	Добрый день, реализация ОС (автомобиль) полностью самортизирован. Нужно ли заполнять приложение 3 к листу 2 по налогу на прибыль,	7229640	1	0	0	2023-10-09	19
1298	Добрый день! Сотрудника командировали в ДНР. Суточные должны выплатить повышенные, облагаются ли они НДФЛ и страховыми взносами? Как оплатить эти дни командировки, если работал в выходной день? Размер платы за наем жилья без подтверждающих документов, облагается ли НДФЛ и страховыми взносами?	564378	1	0	0	2023-10-09	41
1299	если допзвносы !% за 2022г были уплачены в июне 2023г,но за полугодие авансовый налог по УСН не уменьшали,можно ли сейчас за 3 квартал уменьшить налог по УСН(доходы) ИП без сотрудников или нужно было обязательно в полугодии уменьшать?	955452	1	0	0	2023-10-09	39
1300	Добрый день, пожалуйста можно еще раз мне продублировать какие справки нужно выдавать при увольнении сотруднику в 2023г	5988964	1	0	0	2023-10-09	17
1301	Физ.лицо продает квартиру (в собственности менее 5 лет) и приобретает другую квартиру. Можно ли уменьшить доход от продажи квартиры на сумму понесенных расходов при ее приобретении и имущественный вычет, связанный с приобретением новой квартиры? Ранее имущественный налоговый вычет при приобретении квартиры не заявлялся.	885059	1	0	0	2023-10-09	44
1302	Добрый день. В каких случаях застройщик на УСН должен сдавать в ФНС журнал учета полученных и выданных счетов-фактур?	1860447	1	0	0	2023-10-09	19
1303	аванс 25 числа сколько уведомлений подавать7	1693643	1	0	0	2023-10-09	6
1304	Организация на ОСНО приобрела радио-электронные лома (РЭЛ). У организации имеется лицензия на переработку драгоценных металлов. В процессе деятельности из РЭЛ были извлечены отходы, содержащие драгоценные металлы.В дальнейшем планируется реализация этих отходов на организацию (основной вид деятельности производство драгоценных металлов, НЕ аффинажный завод).	20879939	1	0	0	2023-10-09	44
1305	"Добрый день) как ""легализовать"" товар, который ИП ( Д-Р)не покупал, но хочет продать? Как поставить на учет?"	666687	1	0	0	2023-10-09	18
1306	здравстсвуйте	620645	1	0	0	2023-10-09	1
1307	Добрый день! Пришло требование от ИФНС с детализацией отрицательного сальдо. Суммы в детализации в основном уплачены. Как дать ответ на требование?	11575586	1	0	0	2023-10-09	21
1308	Добрый день. Мы заключаем договор с Заказчиком, условие договора - предоставить Заказчику банковскую гарантию на надлежащее исполнение нами обязательств по договору. Предмет договора - строительно-монтажные работы. Вопрос: вознаграждение банка за выдачу такого рода БГ списывать правильнее в ДТ 91 или 20?	12873150	1	0	0	2023-10-09	40
1309	"Добрый день !Подскажите,пожалуйста,нужно ли включать сотрудника работающего по ГПХ в список сотрудников при постановки организации на воинский учет? Надо о них сообщать в военкомат( при увольнении,приеме на работу ,при изменении семейного положения,состава семьи,место пребывания)если он работает по ГПХ?

«Нужно ли включать исполнителя по ГПД в список сотрудников по запросу военкомата». А. Синицына
© Материал из БСС «Система Главбух».
Подробнее: https://www.1gl.ru/#/document/12/439075/bssPhr256/?of=copy-6f2ef785a7"	4835874	1	0	0	2023-10-09	75
1310	Добрый день, можно уменьшить сумму УСН на уплаченный налог за 2022 год и на сумму страх. взносов свыше предельной величины (300 тыс) тоже уплаченные за 2022 год?	6004621	1	0	0	2023-10-09	27
1311	если 3 дня за счет работодателя составили 3000, то на какую сумму можно уменьшить налог на усн доходы	10205472	1	0	0	2023-10-09	18
1312	тест	547756	1	1	1	2023-10-09	1
1313	Вопрос: Должны ли совпадать строки 140 160 декларации 6 НДФЛ за 9 месяцев 2023 года?	158912	1	0	0	2023-10-09	15
1314	Сотрудник умер 7сентября 23г.,находясь на продолжительном б/листе,его родственникам выплачено пособие на погребение,мат.помощь 10000руб,компенсация за неиспользованный отпуск 15000руб.Какие суммы конкретно необходимо указать в строке 070 на этого сотрудника???	518575	1	0	0	2023-10-09	34
1315	тест	3155676	1	1	1	2023-10-09	1
1316	тест	721414	1	1	1	2023-10-09	1
1317	Здравствуйте, какие банки попали под санкции по расчетам с Казахстанов?	4665432	1	0	0	2023-10-09	10
1318	"Здравствуйте! Организация выполняла работы с 2020 года по 2023, на этапы работы не разделялись. Оформляется по завершению выполнения работ акт с указанием периода работ ""... с 2020 по 2023"". Возможны ли претензии со стороны налоговых органов, в связи с тем, что работы, выполняемые в в предыдущие налоговые периоды, подлежат налогообложению в 2023 году?"	983169	1	0	0	2023-10-09	52
1319	Добрый день! Есть ли догвоор аренды оборудования с персоналом? (сдается мед оборудование на котором могут работать только персонал Арендодателя)	757249	1	0	0	2023-10-09	19
1320	"Добрый день!
как понять какие суммы налоговая сеанс зачитает в счет определенных налогов?"	17718009	1	0	0	2023-10-09	13
1321	Что грозит ИП (УСН 6%) за неуплату патента?	4210570	1	0	0	2023-10-09	8
1322	Скажите,пожалуйста, если вернуться к вопросу, как оформить возврат организации-правоприемнику?	4574888	1	0	0	2023-10-09	11
1323	Добрый день! Вопрос по стр 110 раздела 2 6НДФЛ. я правильно понимаю, что в эту строку входит сумма аванса за сентябрь, выплаченная 25.09.2023, но не входит сумма начисления за вторую половину сентября, которая выплачена 08.10.2023?	1583608	1	0	0	2023-10-09	39
1324	Добрый день! В Организации на забалансовом учете числится малоценный актив - бильярдный стол, который ранее использовался в производственной деятельности.Стоимость актива была отнесена на расходы в момент его ввода в эксплуатацию в 2018 году.Организация приняла решение отнести бильярдный стол к невостребованному имуществу и реализовать.Как определить цену продажи бильярдного стола в соответствии с действующим законодательством? Нужно ли привлекать независимого оценщика или организация сама комиссионно может определить цену продажи?	5068481	1	0	0	2023-10-09	68
1325	нужна ли справка о проживании в отделе в командировке при подтверждении расходов	211529	1	0	0	2023-10-09	12
1326	у нас закрывается одно из обособленных подразделений, как грамотно уволить сотрудников	6266426	1	0	0	2023-10-09	11
1327	тест	1803294	1	1	1	2023-10-09	1
1328	Спасибо.	8528939	1	1	1	2023-10-09	1
1329	Здравствуйте, как списать убытки прошлых лет в расходы, ООО на общей системе?	3762018	1	0	0	2023-10-09	12
1330	Добрый день, подскажите, пожалуйста, как списать по усн купленное основное средство в расходы	6803800	1	1	0	2023-10-09	13
1331	Добрый день!	862920	1	1	1	2023-10-09	2
1332	Добрый день. У нас УСН 15%	207291	1	1	0	2023-10-09	6
1333	ООО заключил договор дарения денежных средств физ.лицу. какие налоги платить?	17371338	1	1	0	2023-10-09	11
1334	Добрый день. На учете организации есть финансовые вложения в акции. Каким документом я могу подтвердить, что данные акции не обращаются на Организованном рынке ценных бумаг?	16179159	1	0	0	2023-10-09	25
1335	Добрый день.	3484071	1	1	0	2023-10-09	2
1336	"Добрый день,возможно ли ставить на первичных бухгалтерских документах ""Факсимильную"" подпись? Правомерно это с юридической точки зрения? ""Факсимиле"" равнозначна собственноручной подписи, например на документе УПД?"	677228	1	0	0	2023-10-09	25
1337	как определить срок полезного использования этого жилого дома?. по дате постройке 1992 год	10770291	1	0	0	2023-10-09	13
1338	Спасибо!	5679412	1	0	0	2023-10-09	1
1339	как организовать воинский учет	18835057	1	0	0	2023-10-09	4
1340	отчетность за 9 мес и 3 квартал 2023	11833985	1	1	1	2023-10-09	8
1341	а обособленное подразделение открывать не надо, правильно?	20286579	1	1	1	2023-10-09	7
1342	здравствуйте	18741918	1	0	0	2023-10-09	1
1343	Оптовая торговля гидроантрацитом какой ОКВЭД?	15898381	1	0	0	2023-10-09	5
1344	Отчетность за 9 месяцев и III квартал 2023 года	20919186	1	0	0	2023-10-09	9
1345	добрый день	1531864	1	1	0	2023-10-09	2
1346	Добрый день! 2022г я перечислила НДФЛ с дивидендов на КБК с обычного НДФЛ, сегодня пришло налоговое уведомление доплатить НДФЛ с превышения, но по факту его нет. Сумма дохода по дивидендам и доходам не превышает 5 млн.руб. Что делать?	278567	1	0	0	2023-10-09	39
1347	является ли рекламная презентация объектом авторского права? Как именно должна передаваться выполненная работа по презентации?	9400001	1	0	0	2023-10-09	15
1348	При заполнении платежного поручения на уплату штрафа в СФР за Представление сведений для индивидуального (персонифицированного) учета чей ОКТМО указывать в платежном поручении?	20295018	1	0	0	2023-10-09	22
1349	облагается ли НДС ПО на физ носителе (диске) НДС, если оно включено в РЕЕСТР ПО?	2995253	1	0	0	2023-10-09	15
1350	ЗДРАВСТВУЙТЕ! МЫ ЗА АРЕНДУ АВТОМАШИНЫ ВЫСТАВЛЯЕМ АКТ И СЧЁТ ФАКТУРУ ЕЖЕМЕСЯЧНО.. а МОЖНО ВЫСТАВЛЯТЬ ЕЖЕКВАРТАЛЬНО.	132951	1	0	0	2023-10-09	15
1351	"Добрый день! 
Решением выездной налоговой проверки, сделку с поставщиком товара, признали не действительной. По данным налоговой, наш поставщик товара не осуществлял реальную финансово-хозяйственную деятельность. Наша организация товар фактически получила и товар был реализован. 
НДС принятый к вычету, по требованию налоговой подлежит к уплате. 
НДС мы заплатили.
А также требуют представить пояснения по обоснованности включения в состав расходов в декларацию по налогу на прибыль организаций.
Как быть если товар фактически продан?"	16417144	1	0	0	2023-10-09	71
1352	Добрый день. У нас есть сотрудник, гражданин Эстонии. Подскажите, пожалуйста, может ли он одновременно работать на российскую компанию (по основному месту), и на Эстонскую компанию (по совместительству), или наоборот?	273589	1	0	0	2023-10-09	29
1353	Добрый день. Допустимо в штатном расписании компании делать вилку по окладам в разрезе одной должности? Как правильно оформить?	9410248	1	0	0	2023-10-09	18
1354	Реализация турпродуктов с НДС или без, для организации на ОСН	20177984	1	0	0	2023-10-09	10
1355	"Добрый день. Вопрос аудиторам:
Заплатили Интернет решения (ОЗОН), продавцом является другое лицо.
От них получили следующие письмо
Ozon — маркетплейс с товарами разных продавцов. Мы взаимодействуем с ними по агентскому договору. Договор купли-продажи заключается на нашей платформе, поэтому деньги приходят на наш счёт, а мы рассчитываемся с продавцом. Агентский договор заключаем по модели поручения, где мы действуем от имени и за счёт продавца.

Если продавец — другое юридическое лицо, мы выставляем счёт от имени этого продавца, а не Ozon. 

Они выставили счет от другой организации. А в рекви"	744418	1	0	0	2023-10-09	87
1356	спасибо вам огромное	18258579	1	1	0	2023-10-09	3
1357	Вернусь к вопросу, не спросила про НДФЛ и страх взносы. НДФЛ не удерживаем, а взносы начисляем??	20576240	1	0	0	2023-10-09	16
1358	ИП на УСН применяет патент по основной деятельности, и по этой же деятельности один раз провел реализацию с НДС, с НДС всё понятно - сдать отчет и оплатить, а вот налог с этой реализации будет как УСН или как ПСН?	4808226	1	0	0	2023-10-09	39
1359	добрый день, подскажите пожалуйста срок полезного использования земельного участка и начисляется ли амортизация на него, если на нем будет строится жилой дом	4800259	1	0	0	2023-10-09	22
1360	Можно любое лицо выбрать ликвидатором?	1943418	1	0	0	2023-10-09	5
1361	Добрый день! В рамках ст 93 НК Рф фнс вправе истребовать оборотно-сальдовые ведомости?	9434277	1	0	0	2023-10-09	14
1362	может ли человек работать на полной ставке в одном месте, а по совместительству - генеральным директором?	7877444	1	0	0	2023-10-09	15
1363	налог уменьшен на сумму начисленных и уплаченных взносов верно,а на какую сумму можно уменьшить на б/л?	10205472	1	0	0	2023-10-09	18
1364	В организации куплен новый автомобиль. Для работы на этом авто сотруднику необходимо пройти обучение и открыть новую категорию водительских прав. Сотрудник проходит обучение за счет организации. Может ли организация также оплатить медкомиссию и госпошлину за выдачу вод. удостоверения и принять эти затраты в расходах по налогу на прибыль?	19615021	1	0	0	2023-10-09	48
1365	Добрый день!	5287542	1	1	0	2023-10-09	2
1366	здравствуйте, при оплате госпошлины статус плательщика ставить: 01 или 02	3668712	1	0	0	2023-10-09	10
1367	Добрый день	20527348	1	1	0	2023-10-09	2
1368	ДД! Если покупатель предоплату сделал в уюею, по курсу евро, вопрос - НДС с такой предоплаты нужно начислять	16492712	1	0	0	2023-10-09	17
1369	Добрый день! Есть разница в налогообложении премии и материальной помощи? ООО на УСН.	928181	1	0	0	2023-10-09	13
1370	Добрый день! В беларусь продаем Комплект оборудования, он состоит из нескольких позиций. Каждая позиция имеет свой код ТН ВЭД. Как определить , по какому коду ТН ВЭД продавать комплект?	7052447	1	0	0	2023-10-09	28
1371	Например, ИП продал договор с ИП, 6% с продажи заплатил, а налоговая не согласна, что тогда Нужно будет сторнировать 6% и заплатить 13%, подав декларацию?	421388	1	0	0	2023-10-09	25
1372	Добрый день! Мы некоммерческая организация , Профсоюз, УСН 6%. С 01 января по 30 сентября 2023г Председатель Профсоюза находился в отпуске за свой счет. С 1 октября он выходит из отпуска за свой счет. Допускаю, что до 1 октября доходы Председателя превысили 5 млн. руб., соответственно, необходимо удерживать НДФЛ по ставке 15%. Подскажите, должна ли я запросить у Председателя справки по форме 2-НДФЛ с других мест работы (по совместительству), о суммах дохода в виде дивидентов, банковских процентов? Или я обязана удерживать НДФЛ с выплат нашей организации по ставке 13%, затем налоговая пересчита	956729	1	0	0	2023-10-09	92
1373	Добрый день. Вопрос: поставщик ошибся с пакетом документов на таможне и покупателю пришлось доплатить большую сумму ндс. Через несколько дней поставщик собрал верный пакет документов, и была подана корректировочная информация к ГТД. По ней сумма ндс уменьшилась. Как отразить корректировку гтд в учетной программе?	447846	1	0	0	2023-10-09	44
1374	тест	20319419	1	1	1	2023-10-09	1
1375	Здравствуйте. Организация на УСН 15% (доходы-расходы), подскажите, как можно перейти на Общий режим налогообложения. И как ведется учет ОСН?	213129	1	0	0	2023-10-09	20
1376	Благодарю!	2720328	1	1	1	2023-10-09	1
1377	Добрый день. Организация утеряла Свидетельство о постановке на учет в налоговом органе (ИНН). Как его восстановить?	19790176	1	0	0	2023-10-09	16
1378	енп	1718626	1	1	1	2023-10-09	1
1379	Земельный налог застройщик перестает платить с какого периода при продаже квартир?	558126	1	1	1	2023-10-09	11
1380	Добрый день! Допускается ли принимать счет-фактуры на аванс не в формате xml, а на бумажном носителе?	19577305	1	0	0	2023-10-09	17
1381	спасибо!	1939463	1	1	1	2023-10-09	1
1382	добрый день	970749	1	1	0	2023-10-09	2
1383	Добрый день! ООО на УСН, в настоящее время один директор. ООО не работает. Какие отчеты сдавать за 9 месяцев?	905805	1	0	0	2023-10-09	19
1384	Здравствуйте ! просим письменно ответить по НУ . Если организация осуществила расходы на приобретение права аренды земельного участка у предыдущего арендатора, который, в свою очередь, приобрел право на заключение договора аренды этого земельного участка (например, у администрации муниципального образования) и заключил указанный договор аренды. В таком случае организация не несла расходов, связанных с приобретением права на заключение договора аренды этого земельного участка Если не ст 264.1 то по какой статье и по какому сроку мы можем принять расходы	857811	1	0	0	2023-10-09	77
1385	спасибо	4574888	1	0	0	2023-10-09	1
1386	изменения октября	7266522	1	1	1	2023-10-09	2
1387	изменения октября	18173393	1	1	1	2023-10-09	2
1388	тест	766356	1	1	1	2023-10-09	1
1389	Добрый день.	5828732	1	1	0	2023-10-09	2
1390	тест	6671366	1	1	1	2023-10-09	1
1391	Здравствуйте, подскажите вопрос: обязано ли ООО предоставить аудиторское заключение, если в составе участников ООО есть иностранный учредитель с долей 25%.	1707095	1	0	0	2023-10-09	20
1392	Добрый день!	7968582	1	1	1	2023-10-09	2
1393	Добрый день. Мы являемся перевозчиком. Выставляем заказчику претензию за простой автомобиля при выгрузке груза. Как это оформить документально и как отразить в НУ.	8922357	1	0	0	2023-10-09	23
1394	Спасибо	4943270	1	1	1	2023-10-09	1
1395	Доброго дня! Передаем товары муниципальному образованию в рамках договора благотворительного пожертвования. Начисляется ли НДС. Спаасибо заранее.	1760488	1	0	0	2023-10-09	16
1396	Добрый день, можно ли чеки на алкоголь брать в расходы	11688159	1	0	0	2023-10-09	10
1397	Добрый день. Нужна консультация. В нашей организации есть снабженец. Директор ему разрешает брать свободную Газель, чтобы привезти материалы, когда другие водители заняты. Снабженец на эти дни оформляет путевой лист. Как водитель он не оформлен. В должностной инструкции это тоже не прописано. Есть ли здесь какое то нарушение?	1702705	1	0	0	2023-10-09	47
1398	Директор юридического лица в строительной организации может быть без высшего образования?	20311117	1	0	0	2023-10-09	11
1399	справочник отчетность за 3 квартал	20657651	1	1	0	2023-10-09	5
1400	Добрый день! ООО выплачивает дивиденды участникам ежеквартально. Нужно при каждой выплате участникам писать заявление с указанием банковских реквизитов или можно составить одно заявление на все последующие выплаты?	2841897	1	0	0	2023-10-09	27
1401	Добрый деь, подскажите открыли ООО пока работает один директор он же учредитель, надо ли ему начислять заработную плату, деятельности пока нет	302017	1	0	0	2023-10-09	21
1402	а где про двойную оплату:	564378	1	0	0	2023-10-09	5
1403	справочник отчетности за 3 кв 2023	19040489	1	1	1	2023-10-09	6
1404	Добрый день! Облагается ли НДС Компенсация коммунальных расходов (электроэнергия, вода, теплоэнергия) у Арендодателя? С поставщиками коммунальных услуг у Арендодателя имеются договоры.	16085339	1	0	0	2023-10-09	21
